Days.Elapsed,dil,PFBA,PFPeA,PFHxA,PFHpA,PFOA,PFNA,PFDA,PFUnDA,PFDoDA,PFTriDA,PFTeDA,PFPeDA,PFHxDA,PFHpDA,PFOcDA,FBEA,FHEA,FOEA,FDEA,FBUEA,FHUEA,FOUEA,FDUEA,FPrPA,FPePA,FHpPA,FNPA,PFBS,PFPS,PFHxS,PFHpS,PFOS,PFNS,PFDS,FTS.4.2,FTS.6.2,FTS.8.2,FBSAA,FPeSAA,FHxSAA,FHpSAA,FOSAA,MeFBSAA,MeFPeSAA,MeFHxSAA,MeFHpSAA,MeFOSAA,EtFBSAA,EtFPeSAA,EtFHxSAA,EtFHpSAA,EtFOSAA,PFPi.4.4,PFPi.4.6,PFPi.6.6,PFPi.8.6,PFPi.8.8,diPAP.4.2,diPAP.4.2.6.2,diPAP.6.2,diPAP.6.2.8.2,diPAP.8.2,diPAP.8.2.10.2,diPAP.10.2,FTMAP.6.2,FTMAP.6.2.8.2,FTMAP.8.2,FTMAP.8.2.10.2,FTMAP.10.2,SAmPAP,Reactor,Season,biotype,crossed_factors,dummy_rep,phase
0,1,59.813,36.483399999999996,52.4006,49.0916,72.8532,7.699199999999999,4.6594,3.489,3.9013999999999998,5.0649999999999995,4.5596,3.5014,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,8.42841441990413,0.824217381620061,0.2,2.9656,0.2,4.032,0.2,4.159599999999999,0.2,0.193,0.503424424824982,5.6015999999999995,0.2,0.2,0.2,0.2,0.2,0.2,11.1236,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,286.0584,116.01400000000001,25.4428,5.541399999999999,3.4858000000000002,0.2,0.2,0.2,0.2,0.2,12.998000000000001,P2,Fall,live,Fall_live,1,lag
5,1.0192954837467492,41.7833237813175,45.470800000000004,63.2778,52.269000000000005,71.897,4.999199999999999,3.3228000000000004,4.7348,2.8381999999999996,3.1197999999999997,6.4712,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.8453999999999997,0.2,2.3495999999999997,0.2,4.3858,0.2,0.193,0.503424424824982,2.9716,0.2,0.2,0.2,0.2,0.2,0.2,7.1736,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,128.5616,173.6368,44.8476,7.8532,2.7932,0.2,0.2,0.2,0.2,0.2,22.813599999999997,P2,Fall,live,Fall_live,1,lag
12,1.0360876920763447,41.7833237813175,42.632999999999996,58.38380000000001,55.988,97.5426,5.85,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,5.2108,0.2,3.08719324765273,0.2,2.5004,0.2,0.193,0.503424424824982,3.2615999999999996,0.2,0.2,0.2,0.2,0.2,0.2,6.7227999999999994,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,52.11520000000001,29.596800000000002,56.6764,9.3836,4.1664,0.2,0.2,0.2,0.2,0.2,17.0316,P2,Fall,live,Fall_live,1,lag
17,1.046209724429588,41.7833237813175,62.1934,71.56559999999999,59.6814,98.33840000000001,5.917399999999999,4.749199999999999,2.8228000000000004,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,4.394,0.2,3.08719324765273,0.2,5.2962,0.2,0.193,0.503424424824982,3.8564000000000003,0.2,0.2,0.2,0.2,0.2,0.2,10.6278,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,81.9864,67.48719999999999,158.5904,30.5488,11.2552,0.2,0.2,0.2,0.2,0.2,55.39679999999999,P2,Fall,live,Fall_live,1,lag
26,1.054897336412722,41.7833237813175,46.69515,61.40695,54.2575,85.15780000000001,6.11645,4.2438,3.6822000000000004,3.3697999999999997,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.8539499999999998,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,3.9228,0.2,0.2,0.2,0.2,0.2,0.2,8.911950000000001,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,52.11520000000001,29.596800000000002,56.6764,9.3836,4.1664,0.2,0.2,0.2,0.2,0.2,17.0316,P2,Fall,live,Fall_live,1,lag
33,1.0713895291033466,65.86919999999999,53.86959999999999,71.2522,52.22906666666666,100.86240000000001,10.778099999999998,0.2,6.8176,3.4776000000000002,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.537733333333333,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,7.7585999999999995,0.2,0.2,0.2,0.2,0.2,0.2,18.2848,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,72.69299999999998,63.8856,224.31579999999997,83.1568,56.0378,0.2,0.2,0.2,0.2,0.2,299.70207999999997,P2,Fall,live,Fall_live,1,lag
47,1.0971124518558397,83.36,43.0843,76.43379999999999,52.3371,97.16449999999999,4.7459999999999996,2.3884,4.574,3.0044,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.2748999999999997,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,4.2318,0.2,0.2,0.2,0.2,0.2,0.2,5.4716,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,66.828,114.32053333333333,229.946,101.56306666666666,25.56,0.2,0.2,0.2,0.2,0.2,285.6834,P2,Fall,live,Fall_live,1,lag
60,1.0989864933071483,41.7833237813175,52.8136,76.8458,60.81,115.63619999999999,9.576,0.2,0.2,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,1.82741390613705,0.2,3.08719324765273,0.2,0.191,0.2,0.193,0.503424424824982,7.6524,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,79.2548,51.038399999999996,200.8876,43.1972,23.647199999999998,0.2,0.2,0.2,0.2,0.2,311.9266,P2,Fall,live,Fall_live,1,lag
74,1.457117706813025,73.6394,29.3474,48.548,30.960800000000003,77.7254,8.4172,3.5348,2.8295999999999997,2.1564,2.3347999999999995,2.3487999999999998,2.986,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,1.82741390613705,0.2,4.1697999999999995,0.2,0.191,0.2,0.193,0.503424424824982,3.5951999999999997,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,33.63999999999999,75.08,139.04,67.2,19,0.2,0.2,0.2,0.2,0.2,276.206,P2,Fall,live,Fall_live,1,lag
88,1.4614057644145542,58.245200000000004,26.3096,46.104,36.582,82.70500000000001,6.912799999999999,2.4428,2.0448,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,3.6804,0.2,3.08719324765273,0.2,0.191,0.2,0.193,0.503424424824982,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,37.310399999999994,36.0676,75.5904,19.674,1.41421356237309,0.2,0.2,0.2,0.2,0.2,89.7944,P2,Fall,live,Fall_live,1,peak
102,1.4614057644145542,41.7833237813175,24.4824,43.27773333333332,34.88213333333333,81.8157,5.3014,4.38,3.4,2.44,2.6,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.3708,0.2,3.96,0.2,0.191,0.2,0.193,0.503424424824982,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,52.015,160.2346,260.94280000000003,77.94460000000001,28.548799999999996,0.2,0.2,0.2,0.2,0.2,488.5386,P2,Fall,live,Fall_live,1,peak
116,1.4614057644145542,41.7833237813175,18.6608937893972,39.2196,26.1652,112.175,9.0524,1.41421356237309,3.1012,4.0568,6.406,7.1743999999999994,10.092,2.8724000000000003,1.41421356237309,2.618,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.1611999999999996,0.2,3.7740000000000005,0.2,1.35057395206631,0.2,0.193,0.503424424824982,2.9719999999999995,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,57.557199999999995,444.69319999999993,559.3979999999999,254.6812,72.56599999999999,0.2,0.2,0.2,0.2,0.2,1123.7468000000001,P2,Fall,live,Fall_live,1,peak
137,1.4614057644145542,41.7833237813175,2.63904890829694,67.3164,54.964400000000005,119.2744,11.8868,7.126799999999999,9.206,10.2236,15.410400000000001,26.544799999999995,34.9948,8.9592,8.564400000000001,2.8835999999999995,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,1.19195779819294,0.824217381620061,0.2,2.5056,0.2,3.08719324765273,0.2,0.191,0.2,0.193,0.503424424824982,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,101.04199999999999,391.4944,585.9352,229.07399999999996,78.10359999999999,0.2,0.2,0.2,0.2,0.2,824.2904,P2,Fall,live,Fall_live,1,peak
151,1.4614057644145542,41.7833237813175,18.6608937893972,70.3584,55.465599999999995,115.06386666666664,13.046533333333334,12.908933333333332,11.247466666666666,13.2948,18.703333333333333,22.051600000000004,20.12986666666667,9.399333333333333,8.418133333333332,5.575066666666667,0.2,51.9568,1.2,1.2,0.2,0.2,0.2,0.2,0.2,29.0332,0.824217381620061,0.2,2.9104,0.2,3.6734666666666667,0.2,15.507600000000002,0.2,0.193,0.503424424824982,6.142600000000001,0.2,0.2,0.2,0.2,0.2,0.2,7.853866666666666,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,92.58879999999999,195.4126666666667,251.24933333333334,94.63546666666666,33.02226666666667,0.2,0.2,0.2,0.2,0.2,416.3189333333333,P2,Fall,live,Fall_live,1,peak
179,1.8482564313321372,58.800000000000004,47.28,58.94,53.6836,110.7,10.719999999999999,10.36,11.059999999999999,13.04,14.98,27.58,20.72,10.219999999999999,8.32,2.6399999999999997,0.2,16.259999999999998,1.2,1.2,0.2,0.2,0.2,0.2,0.2,36.5952,0.824217381620061,0.2,2.98,0.2,3.54,0.2,14.139999999999999,0.2,1.36471608769004,0.503424424824982,5.3999999999999995,0.2,0.2,0.2,0.2,0.2,0.2,24.415599999999998,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,35.76,51.4,98.04,26.12,7.68,0.2,0.2,0.2,0.2,0.2,150.67999999999998,P2,Fall,live,Fall_live,1,peak
206,1.8482564313321372,49.753600000000006,38.725199999999994,59.76986666666667,51.8004,107.9588,14.422666666666666,11.118799999999998,9.477466666666666,11.647333333333334,11.8076,18.1396,13.6884,7.0873333333333335,7.625066666666666,2.866,0.2,46.499066666666664,1.2,1.2,0.2,0.2,0.2,0.2,0.2,46.017999999999994,0.824217381620061,0.2,2.7798,0.2,2.9669333333333334,0.2,10.090266666666666,0.2,1.36471608769004,0.503424424824982,5.5278,0.2,0.2,0.2,0.2,0.2,0.2,27.99813333333333,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,22.599999999999998,53.03999999999999,80.92,44.28,8.479999999999999,0.2,0.2,0.2,0.2,0.2,155.48,P2,Fall,live,Fall_live,1,peak
236,1.8482564313321372,29.416,18.6608937893972,32.596,32.94,86.75599999999999,8.895999999999999,6.884,5.111999999999999,4.9399999999999995,4.148,6.032,5.18,1.41421356237309,1.41421356237309,1.41421356237309,0.2,61.94,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,44.768,0.824217381620061,0.2,2.116,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,6.335999999999999,1.41421356237309,0.2,0.2,0.2,0.2,0.2,19.796,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,9.32,3.2399999999999998,26.563999999999997,18.128,5.215999999999999,0.2,0.2,0.2,0.2,0.2,30.804000000000002,P2,Fall,live,Fall_live,1,decline
263,1.8482564313321372,41.7833237813175,27.72,43.955999999999996,45.099999999999994,99.96,14.616,9.171999999999999,4.768,4.476,5.452000000000001,7.608,2.6519999999999997,4.596,1.41421356237309,1.41421356237309,0.2,163.5,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,115.77999999999999,2.02,0.2,3.096,0.2,3.3119999999999994,0.2,4.104,0.2,0.193,0.503424424824982,3.436,1.41421356237309,0.2,0.2,0.2,0.2,0.2,16.368,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,5.279999999999999,3.1999999999999997,14.712000000000002,10.756,4.047999999999999,0.2,0.2,0.2,0.2,0.2,13.519999999999998,P2,Fall,live,Fall_live,1,decline
291,1.8482564313321372,41.7833237813175,18.6608937893972,53.736,68.672,100.19999999999999,8.979999999999999,6.012,4.175999999999999,5.156,3.6639999999999997,7.32,7.872,3.772,1.41421356237309,2.7119999999999997,0.2,262.50399999999996,1.2,1.2,0.2,8.276,0.2,0.2,0.2,247.944,8.936,0.2,1.82741390613705,0.2,2.032,0.2,6.167999999999999,0.2,0.193,0.503424424824982,7.112000000000001,1.41421356237309,0.2,0.2,0.2,0.2,0.2,13.356,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,2.76,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,7.263999999999999,3.824,27.151999999999997,27.148,12.159999999999998,0.2,0.2,0.2,0.2,0.2,16.924,P2,Fall,live,Fall_live,1,decline
319,1.8482564313321372,25.795999999999996,22.540000000000003,44.924,41.44,89.94,14.756,8.36,4.724,4.4079999999999995,3.3479999999999994,4.92,3.968,2.096,1.41421356237309,1.41421356237309,0.2,177.84799999999998,1.2,1.2,0.2,5.204,0.2,0.2,0.2,208.93200000000002,5.876,0.2,2.228,0.2,3.08719324765273,0.2,3.9759999999999995,0.2,0.193,0.503424424824982,2.8800000000000003,1.41421356237309,0.2,0.2,0.2,0.2,0.2,22,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,4.3,1.41421356237309,7.356000000000001,4.724,1.41421356237309,0.2,0.2,0.2,0.2,0.2,2.1879999999999997,P2,Fall,live,Fall_live,1,decline
335,1.8482564313321372,31.283999999999995,22.152,48.63999999999999,40.388,98.93599999999999,13.700000000000001,7.524,2.688,3.3759999999999994,2.7840000000000003,4.111999999999999,2.76,1.41421356237309,1.41421356237309,1.41421356237309,0.2,211.936,8.48528137423857,1.2,0.2,2.352,0.2,0.2,0.2,257.232,10.08,0.2,2.252,0.2,3.08719324765273,0.2,4.988,0.2,0.193,0.503424424824982,3.1999999999999997,1.41421356237309,0.2,0.2,0.2,0.2,0.2,28.031999999999996,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,2.2760000000000002,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P2,Fall,live,Fall_live,1,decline
389,1.8482564313321372,41.7833237813175,27.22,52.824000000000005,45.236,105.452,15.252,9.723999999999998,2.6239999999999997,3.936,2.5879999999999996,4.328,1.41421356237309,2.5399999999999996,1.41421356237309,1.41421356237309,0.2,173.884,1.2,1.2,0.2,4.468,0.2,0.2,0.2,487.324,20.008,5.143999999999999,4.192,0.2,3.08719324765273,0.2,1.35057395206631,0.2,0.193,0.503424424824982,2.84,1.41421356237309,0.2,0.2,0.2,0.2,0.2,36.687999999999995,1.41421356237309,0.2,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,1.41421356237309,3.404,5.324,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P2,Fall,live,Fall_live,1,decline
0,1,55.05199999999999,34.364,41.812,25.391999999999996,22.848,14.868,3.92,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,15.899999999999999,1.41421356237309,0.2,0.2,8.42841441990413,0.824217381620061,0.2,1.82741390613705,0.2,2.2199999999999998,0.2,7.771999999999999,0.2,0.193,0.503424424824982,14.1,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,2.576,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,8.644,1.41421356237309,1.38168665043851,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,lag
12,1.029,55.827999999999996,18.6608937893972,92.38,35.028,26.460000000000004,6.312,2.7840000000000003,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,4.364,0.824217381620061,0.2,2.6519999999999997,0.2,0.436595056049714,0.2,4.1,0.2,0.193,0.503424424824982,19.28,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,2.7840000000000003,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,lag
26,1.044,41.7833237813175,44.416,74.33999999999999,49.12799999999999,38.492,14.112,2.6519999999999997,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,6.167999999999999,0.824217381620061,0.2,2.804,0.2,0.436595056049714,0.2,1.35057395206631,0.2,0.193,0.503424424824982,19.796,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,1.41421356237309,3.592,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.6679999999999997,P20,Spring,live,Spring_live,1,lag
62,1.056,54.88400000000001,18.6608937893972,88.12400000000001,36.656,34.5,9.995999999999999,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,10.016,0.824217381620061,0.2,2.948,0.2,3.308,0.2,2.692,0.2,0.193,0.503424424824982,15.271999999999998,0.2,0.2,0.2,0.2,0.2,0.2,0.793347674216028,0.2,3.7319999999999998,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,lag
138,1.056,64.676,39.648,62.05199999999999,42.3,29.612,14.164,6.188,4.0520000000000005,4.6,1.41421356237309,1.41421356237309,1.41421356237309,1.41421356237309,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,9.572,0.824217381620061,0.2,3.0199999999999996,0.2,3.08719324765273,0.2,4.648,0.2,0.193,0.503424424824982,12.836,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,1.41421356237309,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,4.324,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
155,1.056,64.532,41.892,68.444,42.62799999999999,30.72,17.252,9.244,7.4159999999999995,8.379999999999999,4.215999999999999,2.9760000000000004,1.41421356237309,1.41421356237309,0.2,0.2,0.2,9.68156294609963,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,18.464,0.824217381620061,0.2,2.9280000000000004,0.2,2.1679999999999997,0.2,5.092,0.2,0.193,0.503424424824982,14.68,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,3.484,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
183,1.056,75.476,48.424,79.448,49.632,40.724,24.78,15.08,10.395999999999999,11.576,6.763999999999999,6.835999999999999,3.5679999999999996,1.41421356237309,0.2,0.2,0.2,9.68156294609963,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,32.160000000000004,0.824217381620061,0.2,4.279999999999999,0.2,3.08719324765273,0.2,6.5360000000000005,0.2,0.193,0.503424424824982,16.215999999999998,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,4.116,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,3.4439999999999995,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
213,1.056,85.528,50.083999999999996,82.236,49.516,38.316,22.152,14.628,12.604,13.512,9.268,8.043999999999999,2.552,1.41421356237309,0.2,0.2,0.2,12.088,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,43.732,0.824217381620061,0.2,3.4600000000000004,0.2,2.1359999999999997,0.2,7.46,0.2,0.193,0.503424424824982,17.747999999999998,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,3.272,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,29.72,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
239,1.056,81.432,48.756,78.604,49.424,40.592,23.124,13.684,11.148000000000001,12.052,7.515999999999999,6.347999999999999,2.5399999999999996,1.41421356237309,1.41421356237309,0.2,0.2,9.68156294609963,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,51.839999999999996,0.824217381620061,0.2,3.5479999999999996,0.2,2.9920000000000004,0.2,4.811999999999999,0.2,0.193,0.503424424824982,12.524,1.41421356237309,0.2,0.2,0.2,0.2,0.2,5.60981520276729,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,3.984,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,3.72,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
294,1.056,90.008,61.267999999999994,97.844,56.416,44.672,22.575999999999997,8.623999999999999,9.164,12.572000000000001,7.451999999999999,6.288,2.016,1.41421356237309,1.41421356237309,0.2,0.2,20.796,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,57.90800000000001,0.824217381620061,0.2,3.6159999999999997,0.2,2.212,0.2,4.632,0.2,0.193,0.503424424824982,14.836,1.41421356237309,0.2,0.2,0.2,0.2,0.2,3.3000000000000003,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,3.388,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,1.41421356237309,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.41421356237309,P20,Spring,live,Spring_live,1,peak
328,1.056,88.85199999999999,57.232,82.612,45.816,41.564,16.54,7.552,8.14,9.607999999999999,4.832,4.532,1.41421356237309,0.2,0.2,0.2,0.2,9.528,1.2,1.2,0.2,1.41421356237309,0.2,0.2,0.2,56.248,0.824217381620061,0.2,4.648,0.2,2.032,0.2,1.35057395206631,0.2,0.193,0.503424424824982,10.948,1.41421356237309,0.2,0.2,0.2,0.2,0.2,4.5840000000000005,0.2,1.41421356237309,0.2,1.41421356237309,0.2,0.2,0.2,0.2,1.41421356237309,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,1.37461558262665,0.2,0.1954,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P20,Spring,live,Spring_live,1,peak
462,1.056,87.82848,63.78336000000001,93.48896,60.56479999999999,40.48512,14.795599999999999,1.41421356237309,2.5955999999999997,1.41421356237309,7.829999999999999,7.07,0.2,0.2,0.2,0.2,0.2,1.36917976233429,1.2,1.2,0.2,0.2,0.2,0.2,0.2,69.22359999999999,0.824217381620061,0.2,7.68,0.2,3.08719324765273,0.2,7.0968,0.2,0.193,0.503424424824982,11.979999999999999,2.9768000000000003,0.2,0.2,0.2,0.2,0.2,18.1424,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,3.0183999999999997,0.2,0.2,0.1936,0.1944,0.195,0.2,0.2,0.1944,0.2,1.38168665043851,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,P20,Spring,live,Spring_live,1,decline
